instrument_id,instrument_name,instrument_price,instrument_material,instrument_type,instrument_brand,instrument_img
5097,FENDER SQUIER BULLET Stratocaster HSS Brown Sunburst,24400,Орех,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/6g6/mam/7on/8cg/wkc/www/cg0/cks/4/6g6mam7on8cgwkcwwwcg0cks4.jpg
5098,FENDER PLAYER Telecaster MN Polar White,94500,Липа,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/4wx/1x2/mm6/h44/480/ccw/8g4/44s/4wx1x2mm6h44480ccw8g444s0.jpg
5099,FENDER SQUIER Affinity 2021 Stratocaster FMT HSS MN Black Burst,50000,Дуб,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/4bt/8ik/ee1/uck/4wo/sgk/4cc/kss/4/4bt8ikee1uck4wosgk4cckss4.jpeg
5100,FENDER SQUIER Affinity 2021 Telecaster LRL Lake Placid Blue,40000,Липа,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/7no/zg2/7c0/5k4/0ws/4s4/4c0/kog/k/7nozg27c05k40ws4s44c0kogk.jpeg
5101,JACKSON JS32 King V Matte Army Drab,59000,Сосна,Электрогитары,JACKSON,https://www.muztorg.ru/files/sized/f250x250/5ts/m6t/v8i/sso/4wc/k0w/scw/w4k/w/5tsm6tv8isso4wck0wscww4kw.jpg
5102,JACKSON X Dinky DK2X Gloss Black,116000,Яблоня,Электрогитары,JACKSON,https://www.muztorg.ru/files/sized/f250x250/8th/ofk/zul/rks/kks/ckw/co8/kkg/s/8thofkzulrkskksckwco8kkgs.jpeg
5103,FENDER SQUIER Affinity 2021 Jazzmaster LRL Burgundy Mist,43000,Орех,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/1y0/0mx/bul/js0/c4w/skk/8go/ckw/c/1y00mxbuljs0c4wskk8gockwc.jpeg
5104,FENDER SQUIER Affinity 2021 Telecaster LRL Olympic White,40000,Липа,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/50i/88q/3y6/9cs/g4c/ssk/cko/g00/50i88q3y69csg4csskckog00.jpeg
5105,FENDER SQUIER Affinity 2021Telecaster MN 3-Color Sunburst,40000,Береза,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/7tn/959/gxy/zs4/okg/skw/wks/cc8/c/7tn959gxyzs4okgskwwkscc8c.jpeg
5106,FENDER SQUIER Affinity 2021 Telecaster MN Butterscotch Blonde,40000,Липа,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/egx/po4/bqz/808/k0c/48w/so0/8w4/w/egxpo4bqz808k0c48wso08w4w.jpeg
5107,FENDER SQUIER BULLET MUSTANG HH Imperial Blue,24100,Липа,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/85t/iij/g2e/204/8kw/kc8/koo/0os/g/85tiijg2e2048kwkc8koo0osg.jpg
5108,STAGG SES-30 BK,10990,Орех,Электрогитары,STAGG,https://www.muztorg.ru/files/sized/f250x250/44k/cd3/dby/280/ow8/kcs/08k/c8g/w/44kcd3dby280ow8kcs08kc8gw.jpg
5109,JACKSON JS22-7 Dinky DKA HT Satin Black,39000,Клен,Электрогитары,JACKSON,https://www.muztorg.ru/files/sized/f250x250/5p1/tkg/0p4/gco/ssw/44c/k8o/oc0/c/5p1tkg0p4gcossw44ck8ooc0c.jpg
5110,JACKSON JS32Q Dinky DKA Transparent Purple Burst,71000,Береза,Электрогитары,JACKSON,https://www.muztorg.ru/files/sized/f250x250/6n9/m05/kb8/too/gow/c4o/kk4/0kg/6n9m05kb8toogowc4okk40kg0.jpeg
5111,FENDER SQUIER Classic Vibe 50s Telecaster MN Butterscotch Blonde,60000,Ольха,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/ct0/x2f/6ng/288/wwo/44o/wss/4wg/k/ct0x2f6ng288wwo44owss4wgk.jpg
5112,FENDER SQUIER Classic Vibe 70s Stratocaster HSS MN Black,60000,Махонь,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/3ew/j16/jv8/beo/o4c/gkc/w04/wgk/g/3ewj16jv8beoo4cgkcw04wgkg.jpg
5113,FENDER SQUIER Classic Vibe 70s Stratocaster LRL Black,63000,Сосна,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/1e5/az8/tyn/ikg/4gg/sgs/oks/w00/o/1e5az8tynikg4ggsgsoksw00o.jpg
5114,JACKSON JS22 Monarkh SC Snow White,41000,Клен,Электрогитары,JACKSON,https://www.muztorg.ru/files/sized/f250x250/c4k/lbv/09u/00k/cw8/cws/ck8/48w/g/c4klbv09u00kcw8cwsck848wg.jpg
5115,GRETSCH G2622T Streamliner Center DC Brownstone Maple,88000,Сосна,Электрогитары,GRETSCH,https://www.muztorg.ru/files/sized/f250x250/ecn/kdu/9w5/1s8/s0c/00s/o40/g88/k/ecnkdu9w51s8s0c00so40g88k.jpg
5116,FENDER PLAYER Lead III PF Olympic White,105000,Береза,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/67e/xk0/dxs/eo8/44o/0so/o88/8k4/8/67exk0dxseo844o0soo888k48.jpg
5117,FENDER PLAYER Stratocaster HSH PF Tobacco Sunburst,115000,Береза,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/ap0/0gp/7au/6wc/s8c/o40/448/0ok/s/ap00gp7au6wcs8co404480oks.jpg
5118,FENDER PLAYER Stratocaster HSS MN 3-Tone Sunburst,109000,Пластик,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/2bc/g2k/b8y/m68/oko/www/g4o/ogg/s/2bcg2kb8ym68okowwwg4ooggs.jpg
5119,FENDER PLAYER Stratocaster HSS PF 3-Tone Sunburst,98100,Липа,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/6r0/kof/0l0/9og/4wg/o48/w84/sww/w/6r0kof0l09og4wgo48w84swww.jpeg
5120,FENDER SQUIER Affinity 2021 Stratocaster HH LRL Burgundy Mist,40000,Орех,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/6l5/2ch/0bg/0co/sws/8og/osg/4ow/k/6l52ch0bg0cosws8ogosg4owk.jpeg
5121,FENDER SQUIER BULLET Stratocaster HT Arctic White,24100,Махонь,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/3gp/7oa/tab/7gg/s4g/os8/wgk/8kg/8/3gp7oatab7ggs4gos8wgk8kg8.jpg
5122,JACKSON JS11 Dinky DK Metallic Blue,28200,Сосна,Электрогитары,JACKSON,https://www.muztorg.ru/files/sized/f250x250/gw1/qvp/i3b/ls0/wgs/88k/go0/c4w/gw1qvpi3bls0wgs88kgo0c4w.jpg
5123,CHARVEL Pro-Mod DK24 HSS 2PT Snow White,176000,Орех,Электрогитары,CHARVEL,https://www.muztorg.ru/files/sized/f250x250/6g6/s7j/4oo/1s0/gg0/gsw/84k/c0k/8/6g6s7j4oo1s0gg0gsw84kc0k8.jpg
5124,FENDER PLAYER Stratocaster PF Black,105000,Липа,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/drn/heu/khq/m80/s8w/s04/wc8/gow/4/drnheukhqm80s8ws04wc8gow4.jpeg
5125,FENDER PLAYER Telecaster MN Black,105000,Пластик,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/68v/lna/1x5/68s/0c4/k8k/wsk/cwo/o/68vlna1x568s0c4k8kwskcwoo.jpeg
5126,FENDER SQUIER Affinity 2021 Stratocaster MN Lake Placid Blue,42000,Орех,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/3aq/bae/u0b/8o4/s4w/c0c/koo/400/o/3aqbaeu0b8o4s4wc0ckoo400o.jpeg
5127,FENDER SQUIER Affinity 2021 Telecaster Deluxe LRL Charcoal Frost Metallic,43000,Ольха,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/keh/qor/l18/gg8/o4k/0sg/cck/8sg/kehqorl18gg8o4k0sgcck8sg.jpeg
5128,FENDER SQUIER Classic Vibe 60s Jazzmaster LRL 3-Tone Sunburst,60000,Дуб,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/2ad/0e3/jh4/fpc/8gs/kws/okc/osk/w/2ad0e3jh4fpc8gskwsokcoskw.jpg
5129,GRETSCH G5425 Electromatic Jet Club Black,64000,Клен,Электрогитары,GRETSCH,https://www.muztorg.ru/files/sized/f250x250/eok/dy8/ilu/p4o/0ck/kcc/okc/0kg/g/eokdy8ilup4o0ckkccokc0kgg.jpg
5130,JACKSON JS32T Randy Rhoads White & Black,59000,Сосна,Электрогитары,JACKSON,https://www.muztorg.ru/files/sized/f250x250/6m5/h8y/jx4/wsg/0ow/0ws/soo/cwg/6m5h8yjx4wsg0ow0wssoocwg0.jpg
5131,SQUIER MINI Stratocaster Shell Pink,27000,Клен,Электрогитары,SQUIER,https://www.muztorg.ru/files/sized/f250x250/dvz/osw/5d9/og0/cg0/css/4cw/ogs/4/dvzosw5d9og0cg0css4cwogs4.jpg
5132,GRETSCH GUITARS G2655 Streamliner Center Block Junior Midnight Sapphire,73000,Дуб,Электрогитары,GRETSCH,https://www.muztorg.ru/files/sized/f250x250/405/ta1/swt/vms/cks/c0k/ckw/g8k/8/405ta1swtvmscksc0kckwg8k8.jpg
5133,ANGEL LOPEZ EC3000CN,23690,Сосна,Электрогитары,ANGEL,https://www.muztorg.ru/files/sized/f250x250/3y7/eou/jfa/d2c/888/s40/ww8/sww/8/3y7eoujfad2c888s40ww8sww8.jpg
5134,FENDER SQUIER Affinity 2021 Stratocaster FMT HSS MN Black Burst,50000,Ольха,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/4bt/8ik/ee1/uck/4wo/sgk/4cc/kss/4/4bt8ikee1uck4wosgk4cckss4.jpeg
5135,FENDER SQUIER Affinity 2021 Telecaster MN Butterscotch Blonde,40000,Клен,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/egx/po4/bqz/808/k0c/48w/so0/8w4/w/egxpo4bqz808k0c48wso08w4w.jpeg
5136,FENDER SQUIER BULLET Stratocaster HSS Arctic White,24400,Орех,Электрогитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/dk4/5lv/z6s/dko/wss/so8/swc/o00/dk45lvz6sdkowssso8swco000.jpg
5137,BATON ROUGE X54S/FJE-BT,36990,Береза,Электрогитары,BATON,https://www.muztorg.ru/files/sized/f250x250/ece/wsv/3hm/cgg/c4w/ww4/48g/s8w/w/ecewsv3hmcggc4www448gs8ww.jpg
5138,CORT MBM-2H-Sustainiac-SBLK META Series,75840,Пластик,Электрогитары,CORT,https://www.muztorg.ru/files/sized/f250x250/6u4/61a/pcm/j4s/ogk/csg/8k4/c4k/w/6u461apcmj4sogkcsg8k4c4kw.jpg
5139,IBANEZ RGD71ALMS-BAM,116000,Дуб,Электрогитары,IBANEZ,https://www.muztorg.ru/files/sized/f250x250/1hb/mo4/393/aqs/0k8/0w4/wo8/kk8/w/1hbmo4393aqs0k80w4wo8kk8w.jpg
5140,YAMAHA PACIFICA112VM RED METALLIC,50990,Дуб,Электрогитары,YAMAHA,https://www.muztorg.ru/files/sized/f250x250/cbx/fi9/0nc/288/csw/4cw/c0s/osg/8/cbxfi90nc288csw4cwc0sosg8.jpg
5141,YAMAHA PA112VMGR,50990,Махонь,Электрогитары,YAMAHA,https://www.muztorg.ru/files/sized/f250x250/20p/n6v/n84/6ro/gsk/gg4/ckg/8wk/k/20pn6vn846rogskgg4ckg8wkk.jpg
5142,YAMAHA PA112VMIBU,50990,Яблоня,Электрогитары,YAMAHA,https://www.muztorg.ru/files/sized/f250x250/e74/jth/pa7/20w/ssg/ogs/884/c4c/w/e74jthpa720wssgogs884c4cw.jpg
5143,JACKSON PRO MM JUGG HT 6 - SGN MET GR,126000,Орех,Электрогитары,JACKSON,https://www.muztorg.ru/files/sized/f250x250/3xk/1lo/ej4/mqs/ggw/4o8/s88/c84/8/3xk1loej4mqsggw4o8s88c848.jpg
5144,ROCKDALE Modern Classic 100-N 3/4,5525,Ольха,Классические гитары,ROCKDALE,https://www.muztorg.ru/files/sized/f250x250/a3n/pvo/9hl/1s8/k80/gwg/c04/ccg/a3npvo9hl1s8k80gwgc04ccg0.jpg
5145,ROCKDALE Modern Classic 100-N,5880,Клен,Классические гитары,ROCKDALE,https://www.muztorg.ru/files/sized/f250x250/2tj/wk9/a2r/em8/ogo/g08/cg8/sss/o/2tjwk9a2rem8ogog08cg8ssso.jpg
5146,VESTON C-45A,6620,Махонь,Классические гитары,VESTON,https://www.muztorg.ru/files/sized/f250x250/47m/qkr/ayp/ge8/cws/cgs/o0s/844/w/47mqkraypge8cwscgso0s844w.jpg
5147,ROCKDALE Modern Classic 100-BK,5880,Орех,Классические гитары,ROCKDALE,https://www.muztorg.ru/files/sized/f250x250/j3s/keg/izf/tsk/0cc/4sg/44k/0s8/j3skegizftsk0cc4sg44k0s8.jpg
5148,FLIGHT C-120 NA 4/4,10260,Клен,Классические гитары,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/xpn/odh/sqc/5c0/08w/kws/c0o/0g8/xpnodhsqc5c008wkwsc0o0g8.jpg
5149,Alhambra 7.800 Open Pore Z-Nature,34150,Орех,Классические гитары,Alhambra,https://www.muztorg.ru/files/sized/f250x250/3av/hpm/i0l/csg/04g/8sg/0o0/08w/g/3avhpmi0lcsg04g8sg0o008wg.jpg
5150,IBANEZ GA6CE-AM,26800,Яблоня,Классические гитары,IBANEZ,https://www.muztorg.ru/files/sized/f250x250/27w/gz4/mmz/r8k/scg/goc/s8o/wkc/c/27wgz4mmzr8kscggocs8owkcc.png
5151,MARTINEZ FAC - 503,9655,Сосна,Классические гитары,MARTINEZ,https://www.muztorg.ru/files/sized/f250x250/dw2/k7o/593/m04/goo/ws4/ggs/s8k/s/dw2k7o593m04goows4ggss8ks.jpg
5152,Barcelona CG36BK 3/4,7045,Яблоня,Классические гитары,Barcelona,https://www.muztorg.ru/files/sized/f250x250/dd7/mvw/k6z/rc4/owc/g48/wg4/c0s/c/dd7mvwk6zrc4owcg48wg4c0sc.jpg
5153,ROCKDALE Modern Classic 100-SB,5880,Береза,Классические гитары,ROCKDALE,https://www.muztorg.ru/files/sized/f250x250/2cd/yin/3t7/8u8/8k4/08c/04k/sog/w/2cdyin3t78u88k408c04ksogw.jpg
5154,PEREZ 600,35890,Яблоня,Классические гитары,PEREZ,https://www.muztorg.ru/files/sized/f250x250/4nj/w3x/hpe/d2c/o44/gc0/s48/gwc/4/4njw3xhped2co44gc0s48gwc4.jpg
5155,Belucci BC3905 BK,3590,Сосна,Классические гитары,Belucci,https://www.muztorg.ru/files/sized/f250x250/9w9/p12/srn/gw8/000/sk0/cs0/g0s/4/9w9p12srngw8000sk0cs0g0s4.jpg
5156,Belucci BC 3825 N,3124,Яблоня,Классические гитары,Belucci,https://www.muztorg.ru/files/sized/f250x250/715/mc1/rmv/kco/o0g/4gs/8ks/44c/k/715mc1rmvkcoo0g4gs8ks44ck.jpg
5157,FLIGHT C-120 NA 3/4,10230,Сосна,Классические гитары,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/c08/udg/mwm/hsg/oko/g80/0sk/4cg/o/c08udgmwmhsgokog800sk4cgo.jpg
5158,CASCHA Student Series HH 2137,14000,Дуб,Классические гитары,CASCHA,https://www.muztorg.ru/files/sized/f250x250/e38/4eo/n9u/9cs/0gk/skk/sk0/ocg/e384eon9u9cs0gkskksk0ocg0.jpg
5159,TAKAMINE GC1CE NAT,28000,Пластик,Классические гитары,TAKAMINE,https://www.muztorg.ru/files/sized/f250x250/b2k/21e/vjt/nkg/o4w/kkg/8k4/sg4/g/b2k21evjtnkgo4wkkg8k4sg4g.jpg
5160,Barcelona CG36N 3/4,7045,Клен,Классические гитары,Barcelona,https://www.muztorg.ru/files/sized/f250x250/146/66q/b63/ekg/8oo/ckc/444/4so/s/14666qb63ekg8oockc4444sos.jpg
5161,Takamine GC2CE BLK,29700,Сосна,Классические гитары,Takamine,https://www.muztorg.ru/files/sized/f250x250/6in/pdz/v8q/m80/g08/o4g/wog/swo/6inpdzv8qm80g08o4gwogswo0.jpg
5162,PHIL PRO AS - 39 / BLK,5650,Береза,Классические гитары,PHIL,https://www.muztorg.ru/files/sized/f250x250/bd0/cm4/aol/28k/g80/c44/s0g/0sc/o/bd0cm4aol28kg80c44s0g0sco.jpg
5163,ALMIRES C-15 OP 4/4,10280,Береза,Классические гитары,ALMIRES,https://www.muztorg.ru/files/sized/f250x250/yyq/46z/pmb/dw0/0ok/k44/ss4/o0w/yyq46zpmbdw00okk44ss4o0w.jpeg
5164,Kremona S53C Sofia Soloist Series,24690,Клен,Классические гитары,Kremona,https://www.muztorg.ru/files/sized/f250x250/dai/a2u/yw2/3cc/cg8/4wg/848/ssc/k/daia2uyw23cccg84wg848ssck.jpeg
5165,IBANEZ AEG50N-NT,31500,Липа,Классические гитары,IBANEZ,https://www.muztorg.ru/files/sized/f250x250/91t/5f8/j29/5og/osk/gws/0gw/4o8/8/91t5f8j295ogoskgws0gw4o88.jpg
5166,FENDER ESC-110 CLASSIC,15980,Липа,Классические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/133/e93/9ci/gus/ooo/sco/owc/cwo/s/133e939cigusoooscoowccwos.jpg
5167,TERRIS TC-390A BK,5040,Махонь,Классические гитары,TERRIS,https://www.muztorg.ru/files/sized/f250x250/7cg/x6m/ji9/eo0/scc/0wc/cgg/wcs/s/7cgx6mji9eo0scc0wccggwcss.jpg
5168,CORDOBA IBERIA C5-CE CD,47000,Береза,Классические гитары,CORDOBA,https://www.muztorg.ru/files/sized/f250x250/4gc/qsv/83o/1s0/40o/gco/o00/k40/4/4gcqsv83o1s040ogcoo00k404.jpg
5169,Barcelona CG36N 1/2,6960,Береза,Классические гитары,Barcelona,https://www.muztorg.ru/files/sized/f250x250/17l/xmw/x4u/zog/g80/go8/0kc/040/g/17lxmwx4uzogg80go80kc040g.jpg
5170,ROCKDALE Classic C1,8200,Клен,Классические гитары,ROCKDALE,https://www.muztorg.ru/files/sized/f250x250/7cc/p3n/koe/2sk/csc/s44/gs0/448/8/7ccp3nkoe2skcscs44gs04488.jpg
5171,Kremona S62C Sofia Soloist Series,24910,Клен,Классические гитары,Kremona,https://www.muztorg.ru/files/sized/f250x250/a1k/fsb/ei0/944/0oo/84c/o0g/gcs/s/a1kfsbei09440oo84co0ggcss.jpeg
5172,Kremona S58C Sofia Soloist Series,24690,Береза,Классические гитары,Kremona,https://www.muztorg.ru/files/sized/f250x250/dai/a2u/yw2/3cc/cg8/4wg/848/ssc/k/daia2uyw23cccg84wg848ssck.jpeg
5173,VESTON C-45A 3/4,6560,Липа,Классические гитары,VESTON,https://www.muztorg.ru/files/sized/f250x250/dy1/c8k/is7/mog/4w8/gk8/wg0/cwk/4/dy1c8kis7mog4w8gk8wg0cwk4.jpg
5174,FENDER ESC-80 CLASSIC,15045,Яблоня,Классические гитары,FENDER,https://www.muztorg.ru/files/sized/f250x250/dgt/rsb/288/woc/gk8/c08/8kg/kgg/g/dgtrsb288wocgk8c088kgkggg.jpg
5175,PEREZ 630 Cedar,63690,Ольха,Классические гитары,PEREZ,https://www.muztorg.ru/files/sized/f250x250/dl0/94l/153/jsw/0w4/o08/og4/w04/s/dl094l153jsw0w4o08og4w04s.jpg
5176,FLIGHT C-100 NA 4/4,7980,Орех,Классические гитары,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/9sw/a3v/a1l/fs4/sw0/o8k/c4c/k44/4/9swa3va1lfs4sw0o8kc4ck444.jpeg
5177,ALMIRES C-15 BKS 4/4,11410,Клен,Классические гитары,ALMIRES,https://www.muztorg.ru/files/sized/f250x250/7mp/gne/8gx/484/80s/848/soc/c40/7mpgne8gx48480s848socc400.jpeg
5178,TAKAMINE GC5CE NAT,43000,Береза,Классические гитары,TAKAMINE,https://www.muztorg.ru/files/sized/f250x250/d8i/bnz/vhj/bsc/g8k/k0c/oo4/cgw/d8ibnzvhjbscg8kk0coo4cgw0.jpg
5179,FLIGHT C-225 NA,12810,Дуб,Классические гитары,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/3k5/olp/n6k/o2s/ok4/k0c/44c/csw/w/3k5olpn6ko2sok4k0c44ccsww.jpg
5180,Kremona S65C Sofia Soloist Series,24910,Береза,Классические гитары,Kremona,https://www.muztorg.ru/files/sized/f250x250/dai/a2u/yw2/3cc/cg8/4wg/848/ssc/k/daia2uyw23cccg84wg848ssck.jpeg
5181,TERRIS TC-3801A BK,4080,Сосна,Классические гитары,TERRIS,https://www.muztorg.ru/files/sized/f250x250/84i/xdg/itf/bks/ccg/80w/44g/0co/c/84ixdgitfbksccg80w44g0coc.jpg
5182,PEREZ 610 CEDAR,47190,Дуб,Классические гитары,PEREZ,https://www.muztorg.ru/files/sized/f250x250/5cj/zq8/7m0/r0o/ogw/ssg/gsg/k0k/k/5cjzq87m0r0oogwssggsgk0kk.jpg
5183,LAG GLA OC70,24220,Липа,Классические гитары,LAG,https://www.muztorg.ru/files/sized/f250x250/3e0/bp3/bu6/hus/4s0/c40/co4/kcc/s/3e0bp3bu6hus4s0c40co4kccs.jpg
5184,Belucci BC3825 BK,3124,Пластик,Классические гитары,Belucci,https://www.muztorg.ru/files/sized/f250x250/dxi/8wd/gnd/0oo/8os/0wc/ggs/008/g/dxi8wdgnd0oo8os0wcggs008g.jpg
5185,ROCKDALE Classic C4,10500,Береза,Классические гитары,ROCKDALE,https://www.muztorg.ru/files/sized/f250x250/esk/9aq/wni/s8c/wo8/040/gcc/o0w/c/esk9aqwnis8cwo8040gcco0wc.jpg
5186,Alhambra 7.232 Classical Student 1C Black Satin,42420,Махонь,Классические гитары,Alhambra,https://www.muztorg.ru/files/sized/f250x250/4vh/38j/68t/9mo/w8k/04k/084/8k0/g/4vh38j68t9mow8k04k0848k0g.jpg
5187,IBANEZ AEG50N-BKH,35000,Липа,Классические гитары,IBANEZ,https://www.muztorg.ru/files/sized/f250x250/7k6/wtx/x3x/604/8k0/c8c/kws/w44/8/7k6wtxx3x6048k0c8ckwsw448.jpg
5188,Alhambra 807-4P Classical Conservatory 4P,72960,Махонь,Классические гитары,Alhambra,https://www.muztorg.ru/files/sized/f250x250/1kf/wq3/e9s/a80/4gg/488/skw/40c/1kfwq3e9sa804gg488skw40c0.jpg
5189,FLIGHT C-120 NA 1/2,10240,Сосна,Классические гитары,FLIGHT,https://www.muztorg.ru/files/sized/f250x250/cmg/egn/zbz/pk4/os0/wgk/sg8/o8s/4/cmgegnzbzpk4os0wgksg8o8s4.jpeg
5190,TAYLOR Academy 12-N Academy Series; Layered Sapele; Sitka Spruce Top; Nylon String Grand Concert,104000,Махонь,Классические гитары,TAYLOR,https://www.muztorg.ru/files/sized/f250x250/64t/en3/xlh/j0g/80k/84k/k8g/4wk/g/64ten3xlhj0g80k84kk8g4wkg.jpg
5191,MARTINEZ C - 91 / N,7880,Липа,Классические гитары,MARTINEZ,https://www.muztorg.ru/files/sized/f250x250/apf/ic6/5ng/2gc/ok4/cks/s8w/gck/s/apfic65ng2gcok4ckss8wgcks.jpg
5192,Fabio KM3911 BK,5053,Яблоня,Классические гитары,Fabio,https://www.muztorg.ru/files/sized/f250x250/ds5/30a/xbw/fwc/4kw/o8c/4kw/goo/ds530axbwfwc4kwo8c4kwgoo0.jpg
5193,Alhambra 2.303 Classical Conservatory 7P,115380,Сосна,Классические гитары,Alhambra,https://www.muztorg.ru/files/sized/f250x250/5dy/2n0/emo/7sw/8sc/k4c/84o/kwc/o/5dy2n0emo7sw8sck4c84okwco.jpg
5194,Belucci BC3905 N,3590,Клен,Классические гитары,Belucci,https://www.muztorg.ru/files/sized/f250x250/3xn/3wn/135/c84/0w0/g4s/g0g/wcg/k/3xn3wn135c840w0g4sg0gwcgk.jpg
5195,Alhambra Classical Concert 10P Premier,201900,Дуб,Классические гитары,Alhambra,https://www.muztorg.ru/files/sized/f250x250/atk/qzt/hr6/nsw/ccc/8o4/kkg/o4k/w/atkqzthr6nswccc8o4kkgo4kw.jpg
5196,CASCHA Student Series HH 2351,12900,Дуб,Классические гитары,CASCHA,https://www.muztorg.ru/files/sized/f250x250/drw/fih/thd/k0k/8c0/s48/kos/48k/drwfihthdk0k8c0s48kos48k0.jpg
5197,Barcelona CG36BK 4/4,7687,Сосна,Классические гитары,Barcelona,https://www.muztorg.ru/files/sized/f250x250/68d/vme/8kq/d0c/s48/soo/gss/sks/c/68dvme8kqd0cs48soogsssksc.jpg
5198,Kremona F65C Cedar Fiesta Soloist Series,33420,Орех,Классические гитары,Kremona,https://www.muztorg.ru/files/sized/f250x250/9m1/aaj/hty/jgg/0o0/044/kwk/kkw/k/9m1aajhtyjgg0o0044kwkkkwk.jpg
5199,PRUDENCIO SAEZ 132 (6-PS) Cedar Top High End Model,209706,Береза,Классические гитары,PRUDENCIO,https://www.muztorg.ru/files/sized/f250x250/8hl/xg4/989/3wg/0sg/4oc/csc/w0/8hlxg49893wg0sg4occscw0.jpg
5200,Takamine GC6CE BLK,45000,Ольха,Классические гитары,Takamine,https://www.muztorg.ru/files/sized/f250x250/eg1/gwy/3co/w84/kco/kog/k4g/scw/w/eg1gwy3cow84kcokogk4gscww.jpg
5201,YAMAHA C40 классическая гитара,15990,Дуб,Классические гитары,YAMAHA,https://www.muztorg.ru/files/sized/f250x250/aoe/iov/ndp/bks/0wg/c0g/coo/c80/c/aoeiovndpbks0wgc0gcooc80c.jpg
5202,Alhambra 6.855 Cutaway 3C CW E1,81660,Сосна,Классические гитары,Alhambra,https://www.muztorg.ru/files/sized/f250x250/3sw/1u8/qwx/d4w/okw/g8w/k0w/00k/k/3sw1u8qwxd4wokwg8wk0w00kk.jpg
5203,Sevillia IC-100M NS,6628,Ольха,Классические гитары,Sevillia,https://www.muztorg.ru/files/sized/f250x250/1hj/rx5/xxh/asg/kcg/4s4/gw8/wwo/w/1hjrx5xxhasgkcg4s4gw8wwow.jpg
5204,Belucci BC3825 WH,3124,Береза,Классические гитары,Belucci,https://www.muztorg.ru/files/sized/f250x250/58x/0j0/ey4/2sk/ksw/w8c/8kk/kcs/g/58x0j0ey42skksww8c8kkkcsg.jpg
5205,PEREZ 620 Cedar,54690,Махонь,Классические гитары,PEREZ,https://www.muztorg.ru/files/sized/f250x250/dew/e8e/3zl/e04/kk4/c4g/c08/wsc/w/dewe8e3zle04kk4c4gc08wscw.jpg
5206,Alhambra 2.304 Classical Conservatory 7C,100110,Дуб,Классические гитары,Alhambra,https://www.muztorg.ru/files/sized/f250x250/2b0/55v/3le/d0k/w44/8gw/osk/w4g/s/2b055v3led0kw448gwoskw4gs.jpg
5207,Takamine GC3 NAT,29300,Сосна,Классические гитары,Takamine,https://www.muztorg.ru/files/sized/f250x250/bfb/7ff/8q2/7co/s4s/oc4/0sg/8ks/g/bfb7ff8q27cos4soc40sg8ksg.jpg
5208,Belucci BC3805 SB,3124,Дуб,Классические гитары,Belucci,https://www.muztorg.ru/files/sized/f250x250/85k/1qi/3lx/604/cs8/kwg/w4w/040/o/85k1qi3lx604cs8kwgw4w040o.jpg
5209,TERRIS TC-390A NA,5040,Клен,Классические гитары,TERRIS,https://www.muztorg.ru/files/sized/f250x250/cyj/otd/nde/ko4/k4k/css/808/ogk/cyjotdndeko4k4kcss808ogk0.jpg
5210,Yamaha CG182S,65510,Клен,Классические гитары,Yamaha,https://www.muztorg.ru/files/sized/f250x250/4lx/p97/mgl/qm8/ww0/440/4oo/kcw/4/4lxp97mglqm8ww04404ookcw4.jpg
